step,epoch,tokens_seen,loss,learning_rate,time_per_step,gpu_memory_gb
3900,1,255590400,4.491134,3.00e-04,3.073,18.42
4000,1,262144000,3.501502,3.00e-04,3.072,18.42
4100,1,268697600,4.120024,3.00e-04,3.072,18.42
4200,1,275251200,3.399641,3.00e-04,3.075,18.42
4300,1,281804800,3.993993,3.00e-04,3.058,18.42
4400,1,288358400,4.189993,3.00e-04,3.058,18.42
4500,1,294912000,3.871875,3.00e-04,3.058,18.42
4600,1,301465600,3.682457,3.00e-04,3.058,18.42
4700,1,308019200,3.454961,3.00e-04,3.058,18.42
4800,1,314572800,3.620987,3.00e-04,3.058,18.42
4900,1,321126400,3.060984,3.00e-04,3.058,18.42
5000,1,327680000,3.229311,3.00e-04,3.058,18.42
5100,1,334233600,2.978790,3.00e-04,3.328,18.42
5200,1,340787200,3.740859,3.00e-04,3.058,18.42
5300,1,347340800,3.576223,3.00e-04,3.057,18.42
5400,1,353894400,3.490725,3.00e-04,3.058,18.42
5500,1,360448000,3.762938,3.00e-04,3.058,18.42
5600,1,367001600,3.928978,3.00e-04,3.058,18.42
5700,1,373555200,4.044960,3.00e-04,3.057,18.42
5800,1,380108800,3.130406,3.00e-04,3.058,18.42
5900,1,386662400,3.293044,3.00e-04,3.058,18.42
6000,1,393216000,3.529856,3.00e-04,3.058,18.42
6100,1,399769600,3.201261,3.00e-04,3.057,18.42
6200,1,406323200,3.685831,3.00e-04,3.058,18.42
6300,1,412876800,3.398227,3.00e-04,3.075,18.42
6400,1,419430400,3.923298,3.00e-04,3.058,18.42
6500,1,425984000,3.550842,3.00e-04,3.058,18.42
6600,1,432537600,3.264773,3.00e-04,3.057,18.42
6700,1,439091200,3.596763,3.00e-04,3.058,18.42
6800,1,445644800,3.145273,3.00e-04,3.058,18.42
6900,1,452198400,4.086067,3.00e-04,3.058,18.42
7000,1,458752000,3.166104,3.00e-04,3.058,18.42
7100,1,465305600,3.620625,3.00e-04,3.062,18.42
7200,1,471859200,3.314373,3.00e-04,3.058,18.42
7300,1,478412800,3.977615,3.00e-04,3.057,18.42
7400,1,484966400,3.135522,2.99e-04,3.058,18.42
7500,1,491520000,3.092699,2.99e-04,3.058,18.42
7600,1,498073600,3.191137,2.99e-04,3.058,18.42
7700,1,504627200,4.337749,2.99e-04,3.058,18.42
7800,1,511180800,3.064515,2.99e-04,3.058,18.42
7900,1,517734400,4.119281,2.99e-04,3.058,18.42
8000,1,524288000,3.167411,2.99e-04,3.057,18.42
8100,1,530841600,3.065230,2.99e-04,3.058,18.42
8200,1,537395200,2.879362,2.99e-04,3.058,18.42
8300,1,543948800,3.357881,2.99e-04,3.058,18.42
8400,1,550502400,3.575503,2.99e-04,3.058,18.42
8500,1,557056000,3.074529,2.99e-04,3.058,18.42
8600,1,563609600,3.711362,2.99e-04,3.066,18.42
8700,1,570163200,2.714664,2.99e-04,3.058,18.42
8800,1,576716800,3.326601,2.99e-04,3.058,18.42
8900,1,583270400,3.381857,2.99e-04,3.058,18.42
9000,1,589824000,3.330582,2.99e-04,3.058,18.42
9100,1,596377600,3.504669,2.99e-04,3.058,18.42
9200,1,602931200,3.658433,2.99e-04,3.058,18.42
9300,1,609484800,3.159214,2.99e-04,3.058,18.42
9400,1,616038400,3.048949,2.99e-04,3.058,18.42
9500,1,622592000,3.305590,2.99e-04,3.058,18.42
9600,1,629145600,3.239320,2.99e-04,3.058,18.42
9700,1,635699200,3.413029,2.99e-04,3.058,18.42
9800,1,642252800,3.403658,2.99e-04,3.058,18.42
9900,1,648806400,3.351470,2.99e-04,3.058,18.42
10000,1,655360000,3.584629,2.99e-04,3.058,18.42
10100,1,661913600,3.382172,2.99e-04,3.284,18.42
10200,1,668467200,3.095047,2.99e-04,3.058,18.42
10300,1,675020800,3.060228,2.99e-04,3.058,18.42
10400,1,681574400,3.187198,2.99e-04,3.058,18.42
10500,1,688128000,3.082805,2.99e-04,3.058,18.42
10600,1,694681600,3.351213,2.99e-04,3.058,18.42
10700,1,701235200,3.317113,2.99e-04,3.058,18.42
10800,1,707788800,2.613056,2.99e-04,3.058,18.42
10900,1,714342400,3.194178,2.99e-04,3.058,18.42
11000,1,720896000,2.599305,2.99e-04,3.058,18.42
11100,1,727449600,3.196396,2.99e-04,3.058,18.42
11200,1,734003200,3.032587,2.99e-04,3.058,18.42
11300,1,740556800,3.339401,2.98e-04,3.058,18.42
11400,1,747110400,3.236710,2.98e-04,3.058,18.42
11500,1,753664000,3.451270,2.98e-04,3.058,18.42
11600,1,760217600,2.872205,2.98e-04,3.058,18.42
11700,1,766771200,3.179177,2.98e-04,3.058,18.42
11800,1,773324800,3.398701,2.98e-04,3.058,18.42
11900,1,779878400,3.567370,2.98e-04,3.058,18.42
12000,1,786432000,3.158382,2.98e-04,3.058,18.42
12100,1,792985600,2.746483,2.98e-04,3.058,18.42
12200,1,799539200,3.385738,2.98e-04,3.058,18.42
12300,1,806092800,2.821400,2.98e-04,3.059,18.42
12400,1,812646400,3.204800,2.98e-04,3.059,18.42
12500,1,819200000,3.072037,2.98e-04,3.059,18.42
12600,1,825753600,2.868186,2.98e-04,3.059,18.42
12700,1,832307200,3.144000,2.98e-04,3.058,18.42
12800,1,838860800,3.793157,2.98e-04,3.058,18.42
12900,1,845414400,3.132602,2.98e-04,3.059,18.42
13000,1,851968000,3.020006,2.98e-04,3.058,18.42
13100,1,858521600,3.377850,2.98e-04,3.067,18.42
13200,1,865075200,3.175739,2.98e-04,3.076,18.42
13300,1,871628800,3.044003,2.98e-04,3.037,18.42
13400,1,878182400,3.068408,2.98e-04,3.038,18.42
13500,1,884736000,3.429643,2.98e-04,3.038,18.42
13600,1,891289600,3.727964,2.98e-04,3.043,18.42
13700,1,897843200,3.316467,2.98e-04,3.068,18.42
13800,1,904396800,2.811384,2.98e-04,3.059,18.42
13900,1,910950400,3.215698,2.98e-04,3.060,18.42
14000,1,917504000,2.970087,2.97e-04,3.059,18.42
14100,1,924057600,3.344067,2.97e-04,3.058,18.42
14200,1,930611200,3.458723,2.97e-04,3.058,18.42
14300,1,937164800,3.583985,2.97e-04,3.057,18.42
14400,1,943718400,4.181856,2.97e-04,3.058,18.42
14500,1,950272000,3.076429,2.97e-04,3.072,18.42
14600,1,956825600,2.861389,2.97e-04,3.061,18.42
14700,1,963379200,2.897683,2.97e-04,3.057,18.42
14800,1,969932800,3.907267,2.97e-04,3.056,18.42
14900,1,976486400,3.392071,2.97e-04,3.057,18.42
15000,1,983040000,2.872221,2.97e-04,3.063,18.42
15100,1,989593600,3.512646,2.97e-04,3.288,18.42
15200,1,996147200,3.158960,2.97e-04,3.057,18.42
15300,1,1002700800,3.046434,2.97e-04,3.056,18.42
15400,1,1009254400,3.252320,2.97e-04,3.057,18.42
15500,1,1015808000,2.496249,2.97e-04,3.057,18.42
15600,1,1022361600,3.716412,2.97e-04,3.057,18.42
15700,1,1028915200,2.995086,2.97e-04,3.060,18.42
15800,1,1035468800,3.297880,2.97e-04,3.057,18.42
15900,1,1042022400,3.247334,2.97e-04,3.057,18.42
16000,1,1048576000,3.221258,2.97e-04,3.057,18.42
16100,1,1055129600,2.873599,2.97e-04,3.057,18.42
16200,1,1061683200,2.949618,2.96e-04,3.057,18.42
16300,1,1068236800,3.800676,2.96e-04,3.057,18.42
16400,1,1074790400,3.389375,2.96e-04,3.057,18.42
16500,1,1081344000,3.264090,2.96e-04,3.057,18.42
16600,1,1087897600,4.030937,2.96e-04,3.057,18.42
16700,1,1094451200,3.109040,2.96e-04,3.057,18.42
16800,1,1101004800,3.111264,2.96e-04,3.057,18.42
16900,1,1107558400,2.799129,2.96e-04,3.057,18.42
17000,1,1114112000,3.986577,2.96e-04,3.057,18.42
17100,1,1120665600,3.274583,2.96e-04,3.057,18.42
17200,1,1127219200,3.103431,2.96e-04,3.057,18.42
17300,1,1133772800,3.536401,2.96e-04,3.057,18.42
17400,1,1140326400,3.216491,2.96e-04,3.057,18.42
17500,1,1146880000,4.885720,2.96e-04,3.057,18.42
17600,1,1153433600,3.440957,2.96e-04,3.057,18.42
17700,1,1159987200,3.144743,2.96e-04,3.057,18.42
17800,1,1166540800,2.860271,2.96e-04,3.057,18.42
17900,1,1173094400,2.805225,2.96e-04,3.057,18.42
18000,1,1179648000,3.271817,2.96e-04,3.057,18.42
18100,1,1186201600,3.555707,2.95e-04,3.057,18.42
18200,1,1192755200,3.260582,2.95e-04,3.057,18.42
18300,1,1199308800,3.401725,2.95e-04,3.057,18.42
18400,1,1205862400,3.224891,2.95e-04,3.057,18.42
18500,1,1212416000,3.384233,2.95e-04,3.057,18.42
18600,1,1218969600,3.016668,2.95e-04,3.057,18.42
18700,1,1225523200,3.540911,2.95e-04,3.057,18.42
18800,1,1232076800,3.148571,2.95e-04,3.057,18.42
18900,1,1238630400,2.874031,2.95e-04,3.057,18.42
19000,1,1245184000,3.453552,2.95e-04,3.057,18.42
19100,1,1251737600,3.455212,2.95e-04,3.057,18.42
19200,1,1258291200,2.661951,2.95e-04,3.057,18.42
19300,1,1264844800,3.099631,2.95e-04,3.057,18.42
19400,1,1271398400,3.039087,2.95e-04,3.057,18.42
19500,1,1277952000,2.897653,2.95e-04,3.057,18.42
19600,1,1284505600,3.303035,2.95e-04,3.057,18.42
19700,1,1291059200,2.872632,2.95e-04,3.057,18.42
19800,1,1297612800,3.635874,2.94e-04,3.057,18.42
19900,1,1304166400,2.985593,2.94e-04,3.056,18.42
20000,1,1310720000,3.093622,2.94e-04,3.056,18.42
20100,1,1317273600,2.867169,2.94e-04,3.289,18.42
20200,1,1323827200,3.255646,2.94e-04,3.056,18.42
20300,1,1330380800,3.381470,2.94e-04,3.056,18.42
20400,1,1336934400,2.973360,2.94e-04,3.056,18.42
20500,1,1343488000,3.393803,2.94e-04,3.056,18.42
20600,1,1350041600,3.119050,2.94e-04,3.056,18.42
20700,1,1356595200,3.304120,2.94e-04,3.056,18.42
20800,1,1363148800,2.683502,2.94e-04,3.056,18.42
20900,1,1369702400,3.222622,2.94e-04,3.056,18.42
21000,1,1376256000,3.377730,2.94e-04,3.056,18.42
21100,1,1382809600,2.926499,2.94e-04,3.056,18.42
21200,1,1389363200,3.173890,2.94e-04,3.056,18.42
21300,1,1395916800,3.718181,2.93e-04,3.056,18.42
21400,1,1402470400,4.030745,2.93e-04,3.056,18.42
21500,1,1409024000,3.148983,2.93e-04,3.056,18.42
21600,1,1415577600,2.877587,2.93e-04,3.056,18.42
21700,1,1422131200,2.857559,2.93e-04,3.056,18.42
21800,1,1428684800,3.479191,2.93e-04,3.056,18.42
21900,1,1435238400,3.223217,2.93e-04,3.056,18.42
22000,1,1441792000,3.280910,2.93e-04,3.056,18.42
22100,1,1448345600,3.002263,2.93e-04,3.056,18.42
22200,1,1454899200,3.087124,2.93e-04,3.056,18.42
22300,1,1461452800,3.083526,2.93e-04,3.056,18.42
22400,1,1468006400,2.840494,2.93e-04,3.056,18.42
22500,1,1474560000,2.861827,2.93e-04,3.056,18.42
22600,1,1481113600,3.530721,2.93e-04,3.056,18.42
22700,1,1487667200,3.051539,2.93e-04,3.056,18.42
22800,1,1494220800,3.173501,2.92e-04,3.056,18.42
22900,1,1500774400,3.203636,2.92e-04,3.056,18.42
23000,1,1507328000,3.237673,2.92e-04,3.056,18.42
23100,1,1513881600,3.443438,2.92e-04,3.056,18.42
23200,1,1520435200,3.125798,2.92e-04,3.056,18.42
23300,1,1526988800,2.859481,2.92e-04,3.056,18.42
23400,1,1533542400,3.179018,2.92e-04,3.056,18.42
23500,1,1540096000,2.827094,2.92e-04,3.056,18.42
23600,1,1546649600,3.234918,2.92e-04,3.056,18.42
23700,1,1553203200,2.844093,2.92e-04,3.056,18.42
23800,1,1559756800,2.894580,2.92e-04,3.056,18.42
23900,1,1566310400,3.510510,2.92e-04,3.056,18.42
24000,1,1572864000,3.437076,2.92e-04,3.056,18.42
24100,1,1579417600,2.884182,2.91e-04,3.056,18.42
24200,1,1585971200,3.147256,2.91e-04,3.056,18.42
24300,1,1592524800,4.137629,2.91e-04,3.056,18.42
24400,1,1599078400,3.292810,2.91e-04,3.057,18.42
24500,1,1605632000,2.765659,2.91e-04,3.057,18.42
24600,1,1612185600,3.454003,2.91e-04,3.057,18.42
24700,1,1618739200,2.990423,2.91e-04,3.057,18.42
24800,1,1625292800,2.718958,2.91e-04,3.057,18.42
24900,1,1631846400,2.995193,2.91e-04,3.057,18.42
25000,1,1638400000,2.522276,2.91e-04,3.057,18.42
25100,1,1644953600,3.407021,2.91e-04,3.303,18.42
25200,1,1651507200,3.772564,2.91e-04,3.057,18.42
25300,1,1658060800,2.688053,2.91e-04,3.057,18.42
25400,1,1664614400,2.928200,2.90e-04,3.057,18.42
25500,1,1671168000,3.477382,2.90e-04,3.057,18.42
25600,1,1677721600,3.152880,2.90e-04,3.057,18.42
25700,1,1684275200,2.753631,2.90e-04,3.057,18.42
25800,1,1690828800,3.060292,2.90e-04,3.057,18.42
25900,1,1697382400,3.094568,2.90e-04,3.057,18.42
26000,1,1703936000,2.966963,2.90e-04,3.056,18.42
26100,1,1710489600,3.395165,2.90e-04,3.057,18.42
26200,1,1717043200,3.026669,2.90e-04,3.088,18.42
26300,1,1723596800,2.831222,2.90e-04,3.057,18.42
26400,1,1730150400,3.586544,2.90e-04,3.057,18.42
26500,1,1736704000,3.723925,2.90e-04,3.071,18.42
26600,1,1743257600,3.336201,2.89e-04,3.058,18.42
26700,1,1749811200,2.847314,2.89e-04,3.058,18.42
26800,1,1756364800,3.066265,2.89e-04,3.058,18.42
26900,1,1762918400,3.127012,2.89e-04,3.058,18.42
27000,1,1769472000,3.319226,2.89e-04,3.058,18.42
27100,1,1776025600,3.418511,2.89e-04,3.058,18.42
27200,1,1782579200,2.829052,2.89e-04,3.058,18.42
27300,1,1789132800,2.745264,2.89e-04,3.058,18.42
27400,1,1795686400,2.835385,2.89e-04,3.058,18.42
27500,1,1802240000,3.163008,2.89e-04,3.058,18.42
27600,1,1808793600,3.361275,2.89e-04,3.058,18.42
27700,1,1815347200,3.040360,2.89e-04,3.058,18.42
27800,1,1821900800,3.396875,2.88e-04,3.058,18.42
27900,1,1828454400,3.105827,2.88e-04,3.058,18.42
28000,1,1835008000,3.243017,2.88e-04,3.058,18.42
28100,1,1841561600,2.965801,2.88e-04,3.058,18.42
28200,1,1848115200,2.762287,2.88e-04,3.058,18.42
28300,1,1854668800,3.336376,2.88e-04,3.058,18.42
28400,1,1861222400,3.584435,2.88e-04,3.058,18.42
28500,1,1867776000,3.249275,2.88e-04,3.058,18.42
28600,1,1874329600,2.814232,2.88e-04,3.058,18.42
28700,1,1880883200,2.936836,2.88e-04,3.058,18.42
28800,1,1887436800,3.472610,2.88e-04,3.058,18.42
28900,1,1893990400,3.759966,2.87e-04,3.058,18.42
29000,1,1900544000,3.299043,2.87e-04,3.058,18.42
29100,1,1907097600,2.902553,2.87e-04,3.058,18.42
29200,1,1913651200,2.987260,2.87e-04,3.058,18.42
29300,1,1920204800,2.971357,2.87e-04,3.058,18.42
29400,1,1926758400,3.386648,2.87e-04,3.058,18.42
29500,1,1933312000,3.066185,2.87e-04,3.058,18.42
29600,1,1939865600,2.921337,2.87e-04,3.058,18.42
29700,1,1946419200,3.087058,2.87e-04,3.058,18.42
29800,1,1952972800,3.374526,2.87e-04,3.059,18.42
29900,1,1959526400,2.768269,2.86e-04,3.057,18.42
30000,1,1966080000,3.431825,2.86e-04,3.057,18.42
30100,1,1972633600,3.327297,2.86e-04,3.306,18.42
30200,1,1979187200,3.427394,2.86e-04,3.058,18.42
30300,1,1985740800,3.444008,2.86e-04,3.058,18.42
30400,1,1992294400,3.127913,2.86e-04,3.058,18.42
30500,1,1998848000,3.112490,2.86e-04,3.058,18.42
30600,1,2005401600,3.340262,2.86e-04,3.058,18.42
30700,1,2011955200,3.825777,2.86e-04,3.058,18.42
30800,1,2018508800,2.580777,2.86e-04,3.058,18.42
30900,1,2025062400,2.885723,2.86e-04,3.058,18.42
31000,1,2031616000,2.515512,2.85e-04,3.058,18.42
31100,1,2038169600,3.059244,2.85e-04,3.058,18.42
31200,1,2044723200,3.241296,2.85e-04,3.058,18.42
31300,1,2051276800,3.052237,2.85e-04,3.060,18.42
31400,1,2057830400,2.861629,2.85e-04,3.058,18.42
31500,1,2064384000,2.980075,2.85e-04,3.057,18.42
31600,1,2070937600,2.749616,2.85e-04,3.057,18.42
31700,1,2077491200,2.972284,2.85e-04,3.057,18.42
31800,1,2084044800,2.980841,2.85e-04,3.057,18.42
31900,1,2090598400,3.568661,2.85e-04,3.057,18.42
32000,1,2097152000,3.192138,2.84e-04,3.057,18.42
32100,1,2103705600,3.019466,2.84e-04,3.057,18.42
32200,1,2110259200,3.028047,2.84e-04,3.057,18.42
32300,1,2116812800,3.048471,2.84e-04,3.057,18.42
32400,1,2123366400,2.923289,2.84e-04,3.057,18.42
32500,1,2129920000,3.409417,2.84e-04,3.057,18.42
32600,1,2136473600,3.358219,2.84e-04,3.057,18.42
32700,1,2143027200,3.137033,2.84e-04,3.057,18.42
32800,1,2149580800,2.957605,2.84e-04,3.057,18.42
32900,1,2156134400,3.048782,2.83e-04,3.057,18.42
33000,1,2162688000,3.735409,2.83e-04,3.057,18.42
33100,1,2169241600,3.288083,2.83e-04,3.057,18.42
33200,1,2175795200,2.943234,2.83e-04,3.057,18.42
33300,1,2182348800,3.122761,2.83e-04,3.057,18.42
33400,1,2188902400,3.190008,2.83e-04,3.057,18.42
33500,1,2195456000,3.559453,2.83e-04,3.057,18.42
33600,1,2202009600,3.356238,2.83e-04,3.057,18.42
33700,1,2208563200,2.867403,2.83e-04,3.057,18.42
33800,1,2215116800,3.139031,2.83e-04,3.074,18.42
33900,1,2221670400,2.734112,2.82e-04,3.058,18.42
34000,1,2228224000,3.012466,2.82e-04,3.055,18.42
34100,1,2234777600,2.899524,2.82e-04,3.054,18.42
34200,1,2241331200,4.010039,2.82e-04,3.054,18.42
34300,1,2247884800,2.723745,2.82e-04,3.054,18.42
34400,1,2254438400,2.867235,2.82e-04,3.054,18.42
34500,1,2260992000,2.972955,2.82e-04,3.054,18.42
34600,1,2267545600,3.065992,2.82e-04,3.053,18.42
34700,1,2274099200,2.752513,2.82e-04,3.054,18.42
34800,1,2280652800,4.099770,2.81e-04,3.055,18.42
34900,1,2287206400,2.974775,2.81e-04,3.053,18.42
35000,1,2293760000,3.279982,2.81e-04,3.054,18.42
35100,1,2300313600,2.656077,2.81e-04,3.349,18.42
35200,1,2306867200,2.875640,2.81e-04,3.070,18.42
35300,1,2313420800,2.531697,2.81e-04,3.072,18.42
35400,1,2319974400,2.977977,2.81e-04,3.072,18.42
35500,1,2326528000,2.900426,2.81e-04,3.072,18.42
35600,1,2333081600,3.570962,2.81e-04,3.074,18.42
35700,1,2339635200,2.898054,2.80e-04,3.073,18.42
35800,1,2346188800,2.881868,2.80e-04,3.093,18.42
35900,1,2352742400,2.840648,2.80e-04,3.083,18.42
36000,1,2359296000,2.843432,2.80e-04,3.073,18.42
36100,1,2365849600,3.175943,2.80e-04,3.075,18.42
36200,1,2372403200,3.191802,2.80e-04,3.073,18.42
36300,1,2378956800,3.105529,2.80e-04,3.073,18.42
36400,1,2385510400,3.158632,2.80e-04,3.073,18.42
36500,1,2392064000,2.885219,2.80e-04,3.073,18.42
36600,1,2398617600,3.460833,2.79e-04,3.073,18.42
36700,1,2405171200,3.382757,2.79e-04,3.073,18.42
36800,1,2411724800,2.804738,2.79e-04,3.077,18.42
36900,1,2418278400,2.891341,2.79e-04,3.073,18.42
37000,1,2424832000,3.121669,2.79e-04,3.073,18.42
37100,1,2431385600,3.389838,2.79e-04,3.073,18.42
37200,1,2437939200,3.062505,2.79e-04,3.073,18.42
37300,1,2444492800,2.357587,2.79e-04,3.073,18.42
37400,1,2451046400,3.115317,2.78e-04,3.073,18.42
37500,1,2457600000,3.321844,2.78e-04,3.073,18.42
37600,1,2464153600,3.204020,2.78e-04,3.073,18.42
37700,1,2470707200,3.245092,2.78e-04,3.074,18.42
37800,1,2477260800,3.029412,2.78e-04,3.059,18.42
37900,1,2483814400,3.244987,2.78e-04,3.058,18.42
38000,1,2490368000,2.768035,2.78e-04,3.059,18.42
38100,1,2496921600,2.919370,2.78e-04,3.058,18.42
38200,1,2503475200,3.141050,2.77e-04,3.059,18.42
38300,1,2510028800,3.347830,2.77e-04,3.058,18.42
38400,1,2516582400,3.193736,2.77e-04,3.059,18.42
38500,1,2523136000,3.150661,2.77e-04,3.059,18.42
38600,1,2529689600,3.453258,2.77e-04,3.059,18.42
38700,1,2536243200,3.060138,2.77e-04,3.059,18.42
38800,1,2542796800,3.011910,2.77e-04,3.058,18.42
38900,1,2549350400,3.100134,2.77e-04,3.059,18.42
39000,1,2555904000,3.082591,2.77e-04,3.059,18.42
39100,1,2562457600,3.432356,2.76e-04,3.059,18.42
39200,1,2569011200,2.806964,2.76e-04,3.059,18.42
39300,1,2575564800,3.172280,2.76e-04,3.059,18.42
39400,1,2582118400,3.105633,2.76e-04,3.059,18.42
39500,1,2588672000,3.438421,2.76e-04,3.059,18.42
39600,1,2595225600,3.010398,2.76e-04,3.059,18.42
39700,1,2601779200,2.566919,2.76e-04,3.059,18.42
39800,1,2608332800,2.847632,2.76e-04,3.059,18.42
39900,1,2614886400,2.746016,2.75e-04,3.059,18.42
40000,1,2621440000,3.113129,2.75e-04,3.059,18.42
40100,1,2627993600,2.601342,2.75e-04,3.268,18.42
40200,1,2634547200,2.677410,2.75e-04,3.057,18.42
40300,1,2641100800,3.316551,2.75e-04,3.058,18.42
40400,1,2647654400,2.905397,2.75e-04,3.058,18.42
40500,1,2654208000,3.281710,2.75e-04,3.059,18.42
40600,1,2660761600,3.353018,2.74e-04,3.058,18.42
40700,1,2667315200,2.624771,2.74e-04,3.058,18.42
40800,1,2673868800,2.784191,2.74e-04,3.058,18.42
40900,1,2680422400,3.184897,2.74e-04,3.058,18.42
41000,1,2686976000,2.900377,2.74e-04,3.058,18.42
41100,1,2693529600,2.884437,2.74e-04,3.058,18.42
41200,1,2700083200,3.053942,2.74e-04,3.058,18.42
41300,1,2706636800,3.374963,2.74e-04,3.058,18.42
41400,1,2713190400,3.004382,2.73e-04,3.058,18.42
41500,1,2719744000,3.228314,2.73e-04,3.058,18.42
41600,1,2726297600,2.997581,2.73e-04,3.058,18.42
41700,1,2732851200,2.950120,2.73e-04,3.058,18.42
41800,1,2739404800,3.136597,2.73e-04,3.058,18.42
41900,1,2745958400,2.848891,2.73e-04,3.058,18.42
42000,1,2752512000,2.865901,2.73e-04,3.058,18.42
42100,1,2759065600,2.815809,2.73e-04,3.058,18.42
42200,1,2765619200,3.065786,2.72e-04,3.058,18.42
42300,1,2772172800,2.863236,2.72e-04,3.058,18.42
42400,1,2778726400,2.949460,2.72e-04,3.058,18.42
42500,1,2785280000,3.240171,2.72e-04,3.058,18.42
42600,1,2791833600,2.983349,2.72e-04,3.058,18.42
42700,1,2798387200,3.639407,2.72e-04,3.058,18.42
42800,1,2804940800,3.309691,2.72e-04,3.058,18.42
42900,1,2811494400,3.287115,2.71e-04,3.058,18.42
43000,1,2818048000,2.866941,2.71e-04,3.058,18.42
43100,1,2824601600,3.244333,2.71e-04,3.058,18.42
43200,1,2831155200,2.591627,2.71e-04,3.058,18.42
43300,1,2837708800,3.033555,2.71e-04,3.058,18.42
43400,1,2844262400,3.065516,2.71e-04,3.058,18.42
43500,1,2850816000,3.324068,2.71e-04,3.057,18.42
43600,1,2857369600,2.652339,2.71e-04,3.058,18.42
43700,1,2863923200,2.902810,2.70e-04,3.058,18.42
43800,1,2870476800,2.789986,2.70e-04,3.058,18.42
43900,1,2877030400,3.131380,2.70e-04,3.058,18.42
44000,1,2883584000,2.948105,2.70e-04,3.058,18.42
44100,1,2890137600,3.131613,2.70e-04,3.058,18.42
44200,1,2896691200,2.819833,2.70e-04,3.057,18.42
44300,1,2903244800,3.073230,2.70e-04,3.057,18.42
44400,1,2909798400,3.073154,2.69e-04,3.058,18.42
44500,1,2916352000,2.578127,2.69e-04,3.058,18.42
44600,1,2922905600,2.902901,2.69e-04,3.058,18.42
44700,1,2929459200,2.914519,2.69e-04,3.058,18.42
44800,1,2936012800,2.973383,2.69e-04,3.058,18.42
44900,1,2942566400,2.871319,2.69e-04,3.058,18.42
45000,1,2949120000,3.378408,2.69e-04,3.058,18.42
45100,1,2955673600,3.544410,2.68e-04,3.299,18.42
45200,1,2962227200,3.184730,2.68e-04,3.059,18.42
45300,1,2968780800,2.772801,2.68e-04,3.059,18.42
45400,1,2975334400,2.874969,2.68e-04,3.060,18.42
45500,1,2981888000,3.111298,2.68e-04,3.059,18.42
45600,1,2988441600,3.742780,2.68e-04,3.059,18.42
45700,1,2994995200,3.261524,2.68e-04,3.059,18.42
45800,1,3001548800,2.798838,2.67e-04,3.059,18.42
45900,1,3008102400,3.037530,2.67e-04,3.059,18.42
46000,1,3014656000,3.269701,2.67e-04,3.059,18.42
46100,1,3021209600,2.470872,2.67e-04,3.058,18.42
46200,1,3027763200,3.438166,2.67e-04,3.058,18.42
46300,1,3034316800,3.555729,2.67e-04,3.059,18.42
46400,1,3040870400,3.088975,2.67e-04,3.059,18.42
46500,1,3047424000,3.027184,2.66e-04,3.059,18.42
46600,1,3053977600,3.043279,2.66e-04,3.059,18.42
46700,1,3060531200,3.541420,2.66e-04,3.059,18.42
46800,1,3067084800,3.001193,2.66e-04,3.059,18.42
46900,1,3073638400,3.238615,2.66e-04,3.059,18.42
